Result,Count
Trojan.Phishing/PDF!1.D8B8 (CLASSIC),1504
Trojan.Phishing!1.D9C3 (CLASSIC),1311
Trojan.Phishing/PDF!1.D56E (CLASSIC),390
Trojan.Phishing/PDF!1.AD81 (CLASSIC),213
Trojan.Phishing/PDF!1.D9C3 (CLASSIC),148
None,39
Trojan.Phishing/PDF!1.D27A (CLASSIC),39
Trojan.Phishing/PDF!1.CF82 (CLASSIC),28
Trojan.Phishing/PDF!1.D354 (CLASSIC),22
Trojan.Phishing/PDF!1.CF5F (CLASSIC),15
Trojan.Phishing/PDF!1.CD43 (CLASSIC),14
Trojan.Phishing/PDF!1.D4DE (CLASSIC),2
