filename,ALYac,AVG,Acronis,Ad-Aware,AhnLab-V3,Antiy-AVL,Arcabit,Avast,Avira,Baidu,BitDefender,BitDefenderTheta,Bkav,CAT-QuickHeal,CMC,ClamAV,Comodo,Cylance,Cynet,Cyren,DrWeb,ESET-NOD32,Emsisoft,F-Secure,FireEye,Fortinet,GData,Gridinsoft,Ikarus,Jiangmin,K7AntiVirus,K7GW,Kaspersky,Kingsoft,Lionic,MAX,Malwarebytes,MaxSecure,McAfee,McAfee-GW-Edition,MicroWorld-eScan,Microsoft,NANO-Antivirus,Panda,Rising,SUPERAntiSpyware,Sangfor,SentinelOne,Sophos,Symantec,TACHYON,Tencent,TrendMicro,TrendMicro-HouseCall,VBA32,VIPRE,ViRobot,Yandex,Zillya,ZoneAlarm,Zoner
VirusShare_01b10ea6c974c426dfc52f2fd4ea2d3e.json,,,,,,Trojan/Generic.ASMalwRG.151,,,HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44568,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,Trojan.WIN32.pdf.stealer.phishing.e,PDF/Phish-FOH!01B10EA6C974,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01b381e1ad19e12d4806c4f5c45a82de.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44565,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,Trojan.Phishing.e,PDF/Phish-FOH!01B381E1AD19,BehavesLike.PDF.Suspicious.cb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01b4223a362be4e39dc701a96a37cb00.json,,PDF:PhishingX-gen [Phish],,,Phishing/PDF.Malurl.XG5,,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,PDF.Spam.Heur.1,,,PDF.Phishing.45103,,,,,Malicious (score: 99),,PDF.Phisher.300,PDF/Phishing.Agent.NDP,PDF.Spam.Heur.1 (B),Malware.HTML/Malicious.PDF.Gen2,PDF.Spam.Heur.1,PDF/FakeRobot.EC81!tr,PDF.Trojan-Stealer.Phishing.E,,Phishing.PDF.Doc,,,,HEUR:Hoax.PDF.Phish.gen,,Trojan.PDF.Phishing.4!c,malware (ai score=82),,Trojan.W32.pdf.spam.heur.1,PDF/Phish-FOH!01B4223A362B,,PDF.Spam.Heur.1,,,,Trojan.Phishing/PDF!1.D9C3 (CLASSIC),,Malware.Generic-HTML.Save.ma33,Static AI - Malicious PDF,,Trojan.Gen.NPE,,PDF.Win32.Script.900441,,,,PDF.Spam.Heur.1,PDF.Z.Agent.82787.A,,,HEUR:Hoax.PDF.Phish.gen,
VirusShare_01b471f2421eff1cd67b893be71674ac.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44370,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01B471F2421E,BehavesLike.PDF.Suspicious.lb,,Trojan:Script/Wacatac.B!ml,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01b50176e108dbe3b2c5092b7c0273c4.json,,PDF:PhishingX-gen [Phish],,,Phishing/PDF.Malurl.XG4,,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,PDF.Spam.Heur.1,,,PDF.Phishing.45103,,,,,Malicious (score: 99),,PDF.Phisher.300,PDF/Phishing.A.Gen,PDF.Spam.Heur.1 (B),Malware.HTML/Malicious.PDF.Gen2,PDF.Spam.Heur.1,PDF/FakeRobot.EC81!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,HEUR:Hoax.PDF.Phish.gen,,Trojan.PDF.Phishing.4!c,malware (ai score=81),,,PDF/Phish-FOF!01B50176E108,,PDF.Spam.Heur.1,,,,Trojan.Phishing/PDF!1.D9C3 (CLASSIC),,Malware.Generic-HTML.Save.ma33,Static AI - Malicious PDF,,Trojan.Gen.NPE,,Trojan.Pdf.Phishing.ll,,,,PDF.Spam.Heur.1,PDF.Z.Agent.84850.KA,,,HEUR:Hoax.PDF.Phish.gen,
VirusShare_01b7bfdff7eed1cf5c801e9f82d3e5c4.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43219,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01B7BFDFF7EE,BehavesLike.PDF.Suspicious.mb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01b93609b7e50dd2cf4441b0632659e0.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43927,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01B93609B7E5,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01bad4f01fa5d2b6d8c54b916a83751e.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01BAD4F01FA5,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01bb71bf9d0c4a6cbe7b464db14ba2da.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01BB71BF9D0C,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01bf98b36bfe8eee3bff363a6b9a7942.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43927,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!01BF98B36BFE,BehavesLike.PDF.Suspicious.lb,,Trojan:Script/Wacatac.B!ml,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c1119afaa18868622fe432e5ed7cd8.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.42575,,,,,Malicious (score: 99),PDF/Gerphish.J.gen!Camelot,PDF.Phisher.197,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FAB!01C1119AFAA1,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing/PDF!1.CF5F (CLASSIC),,Malware.Generic-HTML.Save.2dfd38e3,Static AI - Suspicious PDF,,,,,,,,,,,,,
VirusShare_01c18cfd85d929762d3a74358d68275d.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01C18CFD85D9,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c2ace692b51e1eb720515ae453b231.json,,PDF:PhishingX-gen [Phish],,,Phishing/PDF.Malurl.XG5,,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,PDF.Spam.Heur.1,,,PDF.Phishing.44565,,,,,Malicious (score: 99),,PDF.Phisher.300,PDF/Phishing.Agent.NDP,PDF.Spam.Heur.1 (B),Malware.HTML/Malicious.PDF.Gen2,PDF.Spam.Heur.1,PDF/FakeRobot.EC81!tr,PDF.Trojan-Stealer.Phishing.E,,Phishing.PDF.Doc,,,,HEUR:Hoax.PDF.Phish.gen,,Trojan.PDF.Phishing.4!c,malware (ai score=83),,,PDF/Phish-FOH!01C2ACE692B5,,PDF.Spam.Heur.1,,,,Trojan.Phishing/PDF!1.D9C3 (CLASSIC),,Malware.Generic-HTML.Save.ma33,Static AI - Malicious PDF,,Trojan.Gen.NPE,,PDF.Win32.Script.900445,,,,PDF.Spam.Heur.1,PDF.Z.Agent.71758.KZ,,,HEUR:Hoax.PDF.Phish.gen,
VirusShare_01c3b5a5fa9a5081bcb3ae07e95ce9c7.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44455,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,,,Trojan.PDF.Phishing,,,,,,,,,,,,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c4e08575f1c646d83e799d54e7062b.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!01C4E08575F1,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c4eafce8a1034eb6d4b10864c616bd.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01C4EAFCE8A1,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c60e35dd1d44b756545f69ec11e20b.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44564,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.A.Gen,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!01C60E35DD1D,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01c6200baeb72960e534fc2c3a3f5d3d.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!01C6200BAEB7,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_01ca5dfbdfa67832c528e6b8ea86daec.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44565,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,Trojan.Phishing.e,PDF/Phishing.y!01CA5DFBDFA6,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00a2bbec0549d5cf8b0383bfaa226cff.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44412,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,HEUR:Trojan.PDF.Alien.gen,,,,,,PDF/Phish-FOH!00A2BBEC0549,,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00b32a185f42fe6cc0ecea8e97ad576a.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44568,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!00B32A185F42,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00c18f3a21dcd222b91075090b4677a9.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43927,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!00C18F3A21DC,BehavesLike.PDF.Suspicious.mb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00d1501353b207ea93ada475e15f12f2.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43404,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.A.Gen,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!00D1501353B2,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00df4008575b36edfe1b0c6ba3a422fc.json,,,,,,Trojan/Generic.ASMalwRG.150,,,HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43742,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!00DF4008575B,BehavesLike.PDF.Suspicious.mb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00f0194d4840057869e1a1e26458523d.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!00F0194D4840,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_00f8910e0e35476f62524beaa33152d9.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.42817,,,,,Malicious (score: 99),URL/Phish.C.gen!Eldorado,PDF.Phisher.197,PDF/Phishing.Agent.NDP,,,,PDF/Phish.5E08!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,Trojan.stealer.phishing.e,PDF/Phish-FAB!00F8910E0E35,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing/PDF!1.CF5F (CLASSIC),,Malware.Generic-Script.Save.ma28,Static AI - Suspicious PDF,,,,,,,,,,,,,
VirusShare_010e82d6995aa2be9bd54a8de9084cb0.json,,PDF:PhishingX-gen [Phish],,,Phishing/PDF.Malurl.XG4,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,Trojan.PDF.Phishing.4!c,,,,PDF/Phish-FOF!010E82D6995A,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,Trojan.Gen.NPE,,,,,,,PDF.Z.Agent.79789.CK,,,,
VirusShare_01267a97515cb2a9a43f1cfb02985f7e.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.151,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44568,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,Trojan.WIN32.pdf.stealer.phishing.e,PDF/Phish-FOH!01267A97515C,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_139c0dd8922fbc64f1f1f22f86c200ef.json,,PDF:PhishingX-gen [Phish],,,,,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen,,,,,PDF.Phishing.43524,,,,,Malicious (score: 99),URL/Phish.BO.gen!Eldorado,PDF.Phisher.296,PDF/Phishing.A.Gen,,,,PDF/Phishing.0931!tr,PDF.Trojan-Stealer.Phish.HW,,Spammed.PDF.Doc,,,,,,,,,Trojan.WIN32.pdf.stealer.phish.hw,PDF/Phish-TWM!139C0DD8922F,BehavesLike.PDF.Obfuscated.pb,,Trojan:Script/Wacatac.B!ml,,,Trojan.Phishing/PDF!1.AD81 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_14b4f525783676b181751f2e20fad834.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!14B4F5257836,BehavesLike.PDF.Suspicious.lb,,,,,Trojan.Phishing/PDF!1.D8B8 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_15a90616088838573b22086e1b3e4889.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.43742,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!15A906160888,BehavesLike.PDF.Suspicious.mb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_16a51364e8a4247115cd7673ccfd4bb9.json,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],,PDF.Spam.Heur.1,Phishing/PDF.Malurl.XG5,Trojan/Generic.ASMalwRG.151,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,PDF.Spam.Heur.1,,,PDF.Phishing.43742,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,PDF.Spam.Heur.1 (B),,PDF.Spam.Heur.1,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,,,,,,,,malware (ai score=89),,,PDF/Phish-FOF!16A51364E8A4,BehavesLike.PDF.Suspicious.mb,PDF.Spam.Heur.1,,,,Trojan.Phishing/PDF!1.D9C3 (CLASSIC),,,,,Trojan.Gen.NPE,,,,,,,,,,,
VirusShare_17e7c5264ea7708a92cee3154d857c4a.json,,PDF:PhishingX-gen [Phish],,,,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,,,,,,Malicious (score: 99),PDF/Gerphish.N.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.818B!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOH!17E7C5264EA7,BehavesLike.PDF.Suspicious.kb,,,,,Trojan.Phishing!1.D9C3 (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_18d2ced07e28fdd8029a4abec806fea4.json,,PDF:PhishingX-gen [Phish],,,,Trojan[Phishing]/JS.Agent,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,,,,PDF.Phishing.44564,,,,,Malicious (score: 99),PDF/Phish.U.gen!Camelot,PDF.Phisher.300,PDF/Phishing.Agent.NDP,,,,PDF/Phishing.4BCA!tr,PDF.Trojan-Stealer.Phishing.E,,Trojan.PDF.Phishing,,,,,,,,,,PDF/Phish-FOF!18D2CED07E28,BehavesLike.PDF.Suspicious.nb,,,,,Trojan.Phishing/PDF!1.D56E (CLASSIC),,,,,,,,,,,,,,,,
VirusShare_19f90324379bacbf23e2ce0b631e3cee.json,,PDF:PhishingX-gen [Phish],,,Phishing/PDF.Malurl.XG4,,PDF.Spam.Heur.1,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,PDF.Spam.Heur.1,,,PDF.Phishing.45103,,,,,Malicious (score: 99),,PDF.Phisher.300,PDF/Phishing.Agent.NDP,PDF.Spam.Heur.1 (B),Malware.HTML/Malicious.PDF.Gen2,PDF.Spam.Heur.1,PDF/FakeRobot.EC81!tr,PDF.Trojan-Stealer.Phishing.E,,Phishing.PDF.Doc,,,,UDS:Hoax.PDF.Phish.gen,,Hacktool.PDF.Phish.3!c,malware (ai score=84),,,PDF/Phish-FOF!19F90324379B,,PDF.Spam.Heur.1,,,,Trojan.Phishing/PDF!1.D9C3 (CLASSIC),,Malware.Generic-HTML.Save.ma33,Static AI - Malicious PDF,,Trojan.Gen.NPE,,Trojan.Pdf.Phishing.ll,TROJ_FRS.0NA103GN23,TROJ_FRS.0NA103GN23,,PDF.Spam.Heur.1,PDF.Z.Agent.89209.GV,,,UDS:Hoax.PDF.Phish.gen,
VirusShare_1b1350423ce2eb140c93782a10a3841d.json,Application.Generic.3032003,PDF:PhishingX-gen [Phish],,Application.Generic.3032003,Phishing/PDF.Malurl.XG4,Trojan/Generic.ASMalwRG.150,,PDF:PhishingX-gen [Phish],HTML/Malicious.PDF.Gen2,,Application.Generic.3032003,,,PDF.Phishing.43909,,,,,Malicious (score: 99),PDF/Gerphish.J.gen!Camelot,PDF.Phisher.197,PDF/Phishing.Agent.NDP,Application.Generic.3032003 (B),,Application.Generic.3032003,PDF/Phish.8A00!tr,PDF.Trojan-Stealer.Phishing.E,,Phishing.HTML.Doc,,,,HEUR:Hoax.PDF.Phish.gen,,Hacktool.PDF.Phish.3!c,malware (ai score=73),,,PDF/Phish-FAB!1B1350423CE2,BehavesLike.PDF.Suspicious.mb,Application.Generic.3032003,,,,Trojan.Phishing/PDF!1.D4DE (CLASSIC),,Malware.Generic-HTML.Save.12d6d081,Static AI - Suspicious PDF,,Trojan.Gen.NPE,,Pdf.Trojan-psw.Phish.Dxmx,,,,,PDF.Z.Agent.86401.AS,,,,
